|Source: Census projections 2012-2060 and Census estimates 2000-2011. The first line below is a list of variable names that define the cells for migration.  Each subsequent line has the variable values that define each cell followed by the net migration for that cell.  Entries can be space-delimited or tab-delimited.
year	age	male
2047	72	0	-87
2047	73	0	-121
2047	74	0	-181
2047	75	0	-240
2047	76	0	-327
2047	77	0	-368
2047	78	0	-401
2047	79	0	-447
2047	80	0	-498
2047	81	0	-633
2047	82	0	-714
2047	83	0	-727
2047	84	0	-787
2047	85	0	-7916
2047	25	1	27037
2047	26	1	25371
2047	27	1	23569
2047	28	1	21804
2047	29	1	20200
2047	30	1	18742
2047	31	1	17021
2047	32	1	14975
2047	33	1	13107
2047	34	1	11627
2047	35	1	10456
2047	36	1	9340
2047	37	1	8201
2047	38	1	7347
2047	39	1	6786
2047	40	1	6198
2047	41	1	5341
2047	42	1	4325
2047	43	1	3477
2047	44	1	2964
2047	45	1	2727
2047	46	1	2520
2047	47	1	2157
2047	48	1	1717
2047	49	1	1439
2047	50	1	1219
2047	51	1	888
2047	52	1	578
2047	53	1	369
2047	54	1	189
2047	55	1	28
2047	56	1	-83
2047	57	1	-129
2047	58	1	-144
2047	59	1	-191
2047	60	1	-275
2047	61	1	-412
2047	62	1	-427
2047	63	1	-356
2047	64	1	-261
2047	65	1	-176
2047	66	1	-252
2047	67	1	-281
2047	68	1	-202
2047	69	1	-182
2047	70	1	-161
2047	71	1	-225
2047	72	1	-278
2047	73	1	-295
2047	74	1	-388
2047	75	1	-452
2047	76	1	-504
2047	77	1	-500
2047	78	1	-499
2047	79	1	-562
2047	80	1	-594
2047	81	1	-679
2047	82	1	-736
2047	83	1	-697
2047	84	1	-669
2047	85	1	-6214
2048	25	0	25534
2048	26	0	25052
2048	27	0	23988
2048	28	0	22536
2048	29	0	20883
2048	30	0	19186
2048	31	0	17431
2048	32	0	15625
2048	33	0	13976
2048	34	0	12602
2048	35	0	11526
2048	36	0	10689
2048	37	0	9928
2048	38	0	9214
2048	39	0	8470
2048	40	0	7637
2048	41	0	6719
2048	42	0	5821
2048	43	0	5083
2048	44	0	4519
2048	45	0	4123
2048	46	0	3713
2048	47	0	3240
2048	48	0	2778
2048	49	0	2444
2048	50	0	2306
2048	51	0	2220
2048	52	0	2101
2048	53	0	1933
2048	54	0	1811
2048	55	0	1778
2048	56	0	1796
2048	57	0	1812
2048	58	0	1829
2048	59	0	1839
2048	60	0	1801
2048	61	0	1660
2048	62	0	1429
2048	63	0	1233
2048	64	0	1042
2048	65	0	825
2048	66	0	608
2048	67	0	347
2048	68	0	182
2048	69	0	116
2048	70	0	84
2048	71	0	29
2048	72	0	-97
2048	73	0	-146
2048	74	0	-173
2048	75	0	-267
2048	76	0	-326
2048	77	0	-398
2048	78	0	-437
2048	79	0	-485
2048	80	0	-544
2048	81	0	-578
2048	82	0	-724
2048	83	0	-809
2048	84	0	-832
2048	85	0	-8307
2048	25	1	27115
2048	26	1	25443
2048	27	1	23634
2048	28	1	21863
2048	29	1	20251
2048	30	1	18787
2048	31	1	17060
2048	32	1	15005
2048	33	1	13128
2048	34	1	11640
2048	35	1	10460
2048	36	1	9344
2048	37	1	8207
2048	38	1	7338
2048	39	1	6769
2048	40	1	6205
2048	41	1	5326
2048	42	1	4283
2048	43	1	3470
2048	44	1	2972
2048	45	1	2727
2048	46	1	2511
2048	47	1	2158
2048	48	1	1727
2048	49	1	1412
2048	50	1	1186
2048	51	1	884
2048	52	1	558
2048	53	1	348
2048	54	1	194
2048	55	1	35
2048	56	1	-74
2048	57	1	-115
2048	58	1	-143
2048	59	1	-200
2048	60	1	-300
2048	61	1	-388
2048	62	1	-446
2048	63	1	-380
2048	64	1	-267
2048	65	1	-215
2048	66	1	-194
2048	67	1	-279
2048	68	1	-286
2048	69	1	-195
2048	70	1	-167
2048	71	1	-170
2048	72	1	-268
2048	73	1	-352
2048	74	1	-385
2048	75	1	-469
2048	76	1	-482
2048	77	1	-525
2048	78	1	-561
2048	79	1	-570
2048	80	1	-630
2048	81	1	-658
2048	82	1	-736
2048	83	1	-759
2048	84	1	-718
2048	85	1	-6586
2049	25	0	25631
2049	26	0	25149
2049	27	0	24078
2049	28	0	22620
2049	29	0	20961
2049	30	0	19256
2049	31	0	17493
2049	32	0	15679
2049	33	0	14023
2049	34	0	12639
2049	35	0	11560
2049	36	0	10714
2049	37	0	9954
2049	38	0	9243
2049	39	0	8485
2049	40	0	7645
2049	41	0	6737
2049	42	0	5837
2049	43	0	5087
2049	44	0	4529
2049	45	0	4135
2049	46	0	3735
2049	47	0	3260
2049	48	0	2780
2049	49	0	2453
2049	50	0	2307
2049	51	0	2234
2049	52	0	2103
2049	53	0	1912
2049	54	0	1799
2049	55	0	1775
2049	56	0	1801
2049	57	0	1836
2049	58	0	1864
2049	59	0	1850
2049	60	0	1794
2049	61	0	1665
2049	62	0	1470
2049	63	0	1261
2049	64	0	1051
2049	65	0	823
2049	66	0	582
2049	67	0	395
2049	68	0	198
2049	69	0	94
2049	70	0	63
2049	71	0	23
2049	72	0	-42
2049	73	0	-157
2049	74	0	-197
2049	75	0	-262
2049	76	0	-351
2049	77	0	-397
2049	78	0	-471
2049	79	0	-527
2049	80	0	-587
2049	81	0	-633
2049	82	0	-663
2049	83	0	-823
2049	84	0	-919
2049	85	0	-8714
2049	25	1	27191
2049	26	1	25514
2049	27	1	23697
2049	28	1	21921
2049	29	1	20300
2049	30	1	18832
2049	31	1	17095
2049	32	1	15034
2049	33	1	13150
2049	34	1	11656
2049	35	1	10468
2049	36	1	9345
2049	37	1	8204
2049	38	1	7341
2049	39	1	6759
2049	40	1	6186
2049	41	1	5329
2049	42	1	4260
2049	43	1	3424
2049	44	1	2964
2049	45	1	2732
2049	46	1	2506
2049	47	1	2156
2049	48	1	1725
2049	49	1	1422
2049	50	1	1157
2049	51	1	851
2049	52	1	554
2049	53	1	331
2049	54	1	170
2049	55	1	42
2049	56	1	-68
2049	57	1	-107
2049	58	1	-130
2049	59	1	-197
2049	60	1	-310
2049	61	1	-412
2049	62	1	-424
2049	63	1	-401
2049	64	1	-291
2049	65	1	-221
2049	66	1	-232
2049	67	1	-224
2049	68	1	-283
2049	69	1	-274
2049	70	1	-179
2049	71	1	-177
2049	72	1	-218
2049	73	1	-343
2049	74	1	-443
2049	75	1	-468
2049	76	1	-499
2049	77	1	-501
2049	78	1	-592
2049	79	1	-634
2049	80	1	-635
2049	81	1	-698
2049	82	1	-713
2049	83	1	-758
2049	84	1	-784
2049	85	1	-6971
2050	25	0	25722
2050	26	0	25241
2050	27	0	24166
2050	28	0	22704
2050	29	0	21035
2050	30	0	19322
2050	31	0	17553
2050	32	0	15728
2050	33	0	14065
2050	34	0	12675
2050	35	0	11589
2050	36	0	10737
2050	37	0	9973
2050	38	0	9264
2050	39	0	8509
2050	40	0	7651
2050	41	0	6738
2050	42	0	5848
2050	43	0	5094
2050	44	0	4529
2050	45	0	4144
2050	46	0	3747
2050	47	0	3280
2050	48	0	2797
2050	49	0	2454
2050	50	0	2312
2050	51	0	2234
2050	52	0	2116
2050	53	0	1915
2050	54	0	1778
2050	55	0	1767
2050	56	0	1797
2050	57	0	1840
2050	58	0	1887
2050	59	0	1886
2050	60	0	1805
2050	61	0	1655
2050	62	0	1471
2050	63	0	1299
2050	64	0	1076
2050	65	0	834
2050	66	0	583
2050	67	0	371
2050	68	0	248
2050	69	0	108
2050	70	0	42
2050	71	0	1
2050	72	0	-54
2050	73	0	-104
2050	74	0	-206
2050	75	0	-282
2050	76	0	-344
2050	77	0	-418
2050	78	0	-469
2050	79	0	-563
2050	80	0	-632
2050	81	0	-678
2050	82	0	-720
2050	83	0	-760
2050	84	0	-932
2050	85	0	-9183
2050	25	1	27268
2050	26	1	25582
2050	27	1	23756
2050	28	1	21974
2050	29	1	20348
2050	30	1	18875
2050	31	1	17131
2050	32	1	15062
2050	33	1	13172
2050	34	1	11672
2050	35	1	10476
2050	36	1	9346
2050	37	1	8199
2050	38	1	7338
2050	39	1	6760
2050	40	1	6175
2050	41	1	5307
2050	42	1	4260
2050	43	1	3403
2050	44	1	2918
2050	45	1	2725
2050	46	1	2514
2050	47	1	2149
2050	48	1	1720
2050	49	1	1420
2050	50	1	1166
2050	51	1	823
2050	52	1	523
2050	53	1	325
2050	54	1	157
2050	55	1	19
2050	56	1	-64
2050	57	1	-102
2050	58	1	-122
2050	59	1	-185
2050	60	1	-309
2050	61	1	-419
2050	62	1	-448
2050	63	1	-377
2050	64	1	-310
2050	65	1	-245
2050	66	1	-238
2050	67	1	-262
2050	68	1	-229
2050	69	1	-270
2050	70	1	-254
2050	71	1	-187
2050	72	1	-223
2050	73	1	-295
2050	74	1	-434
2050	75	1	-524
2050	76	1	-500
2050	77	1	-520
2050	78	1	-566
2050	79	1	-665
2050	80	1	-700
2050	81	1	-700
2050	82	1	-756
2050	83	1	-736
2050	84	1	-784
2050	85	1	-7409
2051	25	0	25812
2051	26	0	25329
2051	27	0	24250
2051	28	0	22786
2051	29	0	21111
2051	30	0	19388
2051	31	0	17610
2051	32	0	15779
2051	33	0	14106
2051	34	0	12711
2051	35	0	11615
2051	36	0	10760
2051	37	0	9990
2051	38	0	9277
2051	39	0	8522
2051	40	0	7670
2051	41	0	6738
2051	42	0	5842
2051	43	0	5102
2051	44	0	4534
2051	45	0	4141
2051	46	0	3751
2051	47	0	3289
2051	48	0	2811
2051	49	0	2468
2051	50	0	2309
2051	51	0	2240
2051	52	0	2118
2051	53	0	1928
2051	54	0	1779
2051	55	0	1749
2051	56	0	1791
2051	57	0	1839
2051	58	0	1893
2051	59	0	1905
2051	60	0	1838
2051	61	0	1666
2051	62	0	1463
2051	63	0	1301
2051	64	0	1115
2051	65	0	857
2051	66	0	589
2051	67	0	368
2051	68	0	223
2051	69	0	158
2051	70	0	59
2051	71	0	-22
2051	72	0	-72
2051	73	0	-117
2051	74	0	-157
2051	75	0	-291
2051	76	0	-366
2051	77	0	-414
2051	78	0	-493
2051	79	0	-558
2051	80	0	-672
2051	81	0	-731
2051	82	0	-771
2051	83	0	-821
2051	84	0	-865
2051	85	0	-9622
2051	25	1	27340
2051	26	1	25648
2051	27	1	23813
2051	28	1	22024
2051	29	1	20394
2051	30	1	18916
2051	31	1	17166
2051	32	1	15090
2051	33	1	13194
2051	34	1	11685
2051	35	1	10485
2051	36	1	9350
2051	37	1	8197
2051	38	1	7332
2051	39	1	6754
2051	40	1	6169
2051	41	1	5290
2051	42	1	4235
2051	43	1	3396
2051	44	1	2895
2051	45	1	2680
2051	46	1	2507
2051	47	1	2154
2051	48	1	1714
2051	49	1	1410
2051	50	1	1162
2051	51	1	830
2051	52	1	495
2051	53	1	295
2051	54	1	151
2051	55	1	5
2051	56	1	-84
2051	57	1	-97
2051	58	1	-117
2051	59	1	-179
2051	60	1	-297
2051	61	1	-417
2051	62	1	-456
2051	63	1	-398
2051	64	1	-286
2051	65	1	-263
2051	66	1	-258
2051	67	1	-265
2051	68	1	-266
2051	69	1	-220
2051	70	1	-252
2051	71	1	-261
2051	72	1	-237
2051	73	1	-303
2051	74	1	-388
2051	75	1	-520
2051	76	1	-552
2051	77	1	-519
2051	78	1	-584
2051	79	1	-639
2051	80	1	-736
2051	81	1	-770
2051	82	1	-759
2051	83	1	-779
2051	84	1	-760
2051	85	1	-7817
2052	25	0	25899
2052	26	0	25412
2052	27	0	24334
2052	28	0	22862
2052	29	0	21180
2052	30	0	19452
2052	31	0	17666
2052	32	0	15824
2052	33	0	14146
2052	34	0	12744
2052	35	0	11643
2052	36	0	10781
2052	37	0	10007
2052	38	0	9289
2052	39	0	8530
2052	40	0	7680
2052	41	0	6751
2052	42	0	5838
2052	43	0	5090
2052	44	0	4538
2052	45	0	4140
2052	46	0	3745
2052	47	0	3289
2052	48	0	2816
2052	49	0	2480
2052	50	0	2323
2052	51	0	2236
2052	52	0	2121
2052	53	0	1923
2052	54	0	1789
2052	55	0	1750
2052	56	0	1775
2052	57	0	1833
2052	58	0	1887
2052	59	0	1910
2052	60	0	1857
2052	61	0	1694
2052	62	0	1470
2052	63	0	1290
2052	64	0	1116
2052	65	0	897
2052	66	0	612
2052	67	0	376
2052	68	0	217
2052	69	0	131
2052	70	0	108
2052	71	0	-5
2052	72	0	-95
2052	73	0	-134
2052	74	0	-172
2052	75	0	-246
2052	76	0	-377
2052	77	0	-435
2052	78	0	-489
2052	79	0	-584
2052	80	0	-666
2052	81	0	-771
2052	82	0	-827
2052	83	0	-874
2052	84	0	-933
2052	85	0	-9973
2052	25	1	27409
2052	26	1	25710
2052	27	1	23868
2052	28	1	22074
2052	29	1	20437
2052	30	1	18954
2052	31	1	17198
2052	32	1	15114
2052	33	1	13211
2052	34	1	11698
2052	35	1	10492
2052	36	1	9354
2052	37	1	8197
2052	38	1	7324
2052	39	1	6743
2052	40	1	6162
2052	41	1	5282
2052	42	1	4215
2052	43	1	3370
2052	44	1	2887
2052	45	1	2655
2052	46	1	2461
2052	47	1	2142
2052	48	1	1716
2052	49	1	1407
2052	50	1	1152
2052	51	1	826
2052	52	1	500
2052	53	1	267
2052	54	1	123
2052	55	1	-4
2052	56	1	-98
2052	57	1	-118
2052	58	1	-114
2052	59	1	-174
2052	60	1	-290
2052	61	1	-410
2052	62	1	-454
2052	63	1	-409
2052	64	1	-309
2052	65	1	-237
2052	66	1	-275
2052	67	1	-287
2052	68	1	-270
2052	69	1	-253
2052	70	1	-202
2052	71	1	-259
2052	72	1	-307
2052	73	1	-314
2052	74	1	-394
2052	75	1	-472
2052	76	1	-548
2052	77	1	-573
2052	78	1	-586
2052	79	1	-657
2052	80	1	-709
2052	81	1	-808
2052	82	1	-832
2052	83	1	-783
2052	84	1	-806
2052	85	1	-8175
2053	25	0	25981
2053	26	0	25495
2053	27	0	24414
2053	28	0	22936
2053	29	0	21248
2053	30	0	19514
2053	31	0	17719
2053	32	0	15871
2053	33	0	14183
2053	34	0	12774
2053	35	0	11670
2053	36	0	10801
2053	37	0	10024
2053	38	0	9300
2053	39	0	8536
2053	40	0	7680
2053	41	0	6755
2053	42	0	5843
2053	43	0	5084
2053	44	0	4525
2053	45	0	4140
2053	46	0	3745
2053	47	0	3285
2053	48	0	2817
2053	49	0	2483
2053	50	0	2337
2053	51	0	2246
2053	52	0	2117
2053	53	0	1924
2053	54	0	1787
2053	55	0	1757
2053	56	0	1775
2053	57	0	1816
2053	58	0	1880
2053	59	0	1905
2053	60	0	1862
2053	61	0	1711
2053	62	0	1499
2053	63	0	1295
2053	64	0	1101
2053	65	0	896
2053	66	0	650
2053	67	0	400
2053	68	0	226
2053	69	0	129
2053	70	0	78
2053	71	0	43
2053	72	0	-76
2053	73	0	-158
2053	74	0	-189
2053	75	0	-260
2053	76	0	-338
2053	77	0	-445
2053	78	0	-505
2053	79	0	-580
2053	80	0	-695
2053	81	0	-766
2053	82	0	-872
2053	83	0	-932
2053	84	0	-987
2053	85	0	-10333
2053	25	1	27473
2053	26	1	25768
2053	27	1	23919
2053	28	1	22119
2053	29	1	20475
2053	30	1	18989
2053	31	1	17227
2053	32	1	15139
2053	33	1	13228
2053	34	1	11712
2053	35	1	10501
2053	36	1	9355
2053	37	1	8195
2053	38	1	7318
2053	39	1	6732
2053	40	1	6148
2053	41	1	5271
2053	42	1	4203
2053	43	1	3346
2053	44	1	2857
2053	45	1	2647
2053	46	1	2439
2053	47	1	2099
2053	48	1	1701
2053	49	1	1405
2053	50	1	1143
2053	51	1	813
2053	52	1	495
2053	53	1	270
2053	54	1	96
2053	55	1	-29
2053	56	1	-109
2053	57	1	-134
2053	58	1	-135
2053	59	1	-170
2053	60	1	-286
2053	61	1	-403
2053	62	1	-445
2053	63	1	-405
2053	64	1	-314
2053	65	1	-259
2053	66	1	-253
2053	67	1	-304
2053	68	1	-292
2053	69	1	-258
2053	70	1	-236
2053	71	1	-212
2053	72	1	-306
2053	73	1	-385
2053	74	1	-407
2053	75	1	-480
2053	76	1	-505
2053	77	1	-568
2053	78	1	-640
2053	79	1	-658
2053	80	1	-732
2053	81	1	-783
2053	82	1	-870
2053	83	1	-858
2053	84	1	-808
2053	85	1	-8542
2054	25	0	26059
2054	26	0	25574
2054	27	0	24489
2054	28	0	23006
2054	29	0	21313
2054	30	0	19572
2054	31	0	17769
2054	32	0	15913
2054	33	0	14219
2054	34	0	12804
2054	35	0	11695
2054	36	0	10821
2054	37	0	10041
2054	38	0	9313
2054	39	0	8542
2054	40	0	7684
2054	41	0	6750
2054	42	0	5843
2054	43	0	5084
2054	44	0	4515
2054	45	0	4125
2054	46	0	3741
2054	47	0	3280
2054	48	0	2807
2054	49	0	2483
2054	50	0	2338
2054	51	0	2257
2054	52	0	2126
2054	53	0	1922
2054	54	0	1787
2054	55	0	1751
2054	56	0	1780
2054	57	0	1817
2054	58	0	1867
2054	59	0	1901
2054	60	0	1858
2054	61	0	1719
2054	62	0	1513
2054	63	0	1320
2054	64	0	1108
2054	65	0	882
2054	66	0	650
2054	67	0	442
2054	68	0	252
2054	69	0	135
2054	70	0	75
2054	71	0	15
2054	72	0	-35
2054	73	0	-143
2054	74	0	-214
2054	75	0	-280
2054	76	0	-352
2054	77	0	-405
2054	78	0	-520
2054	79	0	-598
2054	80	0	-691
2054	81	0	-797
2054	82	0	-865
2054	83	0	-987
2054	84	0	-1055
2054	85	0	-10747
2054	25	1	27534
2054	26	1	25820
2054	27	1	23968
2054	28	1	22162
2054	29	1	20512
2054	30	1	19025
2054	31	1	17254
2054	32	1	15160
2054	33	1	13245
2054	34	1	11722
2054	35	1	10507
2054	36	1	9356
2054	37	1	8193
2054	38	1	7313
2054	39	1	6727
2054	40	1	6136
2054	41	1	5255
2054	42	1	4188
2054	43	1	3333
2054	44	1	2834
2054	45	1	2615
2054	46	1	2431
2054	47	1	2077
2054	48	1	1663
2054	49	1	1388
2054	50	1	1140
2054	51	1	807
2054	52	1	484
2054	53	1	265
2054	54	1	99
2054	55	1	-54
2054	56	1	-133
2054	57	1	-139
2054	58	1	-151
2054	59	1	-190
2054	60	1	-284
2054	61	1	-400
2054	62	1	-441
2054	63	1	-398
2054	64	1	-313
2054	65	1	-268
2054	66	1	-274
2054	67	1	-281
2054	68	1	-306
2054	69	1	-280
2054	70	1	-242
2054	71	1	-245
2054	72	1	-260
2054	73	1	-384
2054	74	1	-477
2054	75	1	-492
2054	76	1	-512
2054	77	1	-525
2054	78	1	-639
2054	79	1	-715
2054	80	1	-729
2054	81	1	-803
2054	82	1	-842
2054	83	1	-902
2054	84	1	-889
2054	85	1	-8874
2055	25	0	26136
2055	26	0	25650
2055	27	0	24562
2055	28	0	23072
2055	29	0	21375
2055	30	0	19630
2055	31	0	17818
2055	32	0	15955
2055	33	0	14254
2055	34	0	12832
2055	35	0	11717
2055	36	0	10840
2055	37	0	10054
2055	38	0	9325
2055	39	0	8550
2055	40	0	7686
2055	41	0	6748
2055	42	0	5835
2055	43	0	5077
2055	44	0	4512
2055	45	0	4115
2055	46	0	3723
2055	47	0	3272
2055	48	0	2802
2055	49	0	2471
2055	50	0	2336
2055	51	0	2260
2055	52	0	2133
2055	53	0	1930
2055	54	0	1780
2055	55	0	1753
2055	56	0	1777
2055	57	0	1821
2055	58	0	1870
2055	59	0	1888
2055	60	0	1853
2055	61	0	1712
2055	62	0	1516
2055	63	0	1334
2055	64	0	1130
2055	65	0	887
2055	66	0	633
2055	67	0	437
2055	68	0	292
2055	69	0	161
2055	70	0	82
2055	71	0	11
2055	72	0	-65
2055	73	0	-104
2055	74	0	-202
2055	75	0	-301
2055	76	0	-369
2055	77	0	-421
2055	78	0	-480
2055	79	0	-613
2055	80	0	-710
2055	81	0	-793
2055	82	0	-902
2055	83	0	-980
2055	84	0	-1114
2055	85	0	-11195
2055	25	1	27588
2055	26	1	25871
2055	27	1	24011
2055	28	1	22202
2055	29	1	20546
2055	30	1	19054
2055	31	1	17279
2055	32	1	15182
2055	33	1	13260
2055	34	1	11731
2055	35	1	10511
2055	36	1	9359
2055	37	1	8190
2055	38	1	7308
2055	39	1	6719
2055	40	1	6126
2055	41	1	5240
2055	42	1	4167
2055	43	1	3314
2055	44	1	2820
2055	45	1	2593
2055	46	1	2401
2055	47	1	2068
2055	48	1	1640
2055	49	1	1349
2055	50	1	1125
2055	51	1	800
2055	52	1	472
2055	53	1	252
2055	54	1	92
2055	55	1	-54
2055	56	1	-158
2055	57	1	-167
2055	58	1	-158
2055	59	1	-205
2055	60	1	-304
2055	61	1	-398
2055	62	1	-438
2055	63	1	-392
2055	64	1	-308
2055	65	1	-265
2055	66	1	-283
2055	67	1	-302
2055	68	1	-287
2055	69	1	-295
2055	70	1	-261
2055	71	1	-248
2055	72	1	-294
2055	73	1	-336
2055	74	1	-477
2055	75	1	-560
2055	76	1	-522
2055	77	1	-533
2055	78	1	-593
2055	79	1	-714
2055	80	1	-789
2055	81	1	-804
2055	82	1	-865
2055	83	1	-871
2055	84	1	-933
2055	85	1	-9264
2056	25	0	26208
2056	26	0	25723
2056	27	0	24631
2056	28	0	23137
2056	29	0	21434
2056	30	0	19682
2056	31	0	17863
2056	32	0	15993
2056	33	0	14285
2056	34	0	12857
2056	35	0	11740
2056	36	0	10859
2056	37	0	10067
2056	38	0	9334
2056	39	0	8557
2056	40	0	7688
2056	41	0	6743
2056	42	0	5829
2056	43	0	5068
2056	44	0	4505
2056	45	0	4110
2056	46	0	3711
2056	47	0	3257
2056	48	0	2794
2056	49	0	2467
2056	50	0	2326
2056	51	0	2255
2056	52	0	2135
2056	53	0	1935
2056	54	0	1789
2056	55	0	1747
2056	56	0	1777
2056	57	0	1818
2056	58	0	1874
2056	59	0	1889
2056	60	0	1840
2056	61	0	1704
2056	62	0	1512
2056	63	0	1335
2056	64	0	1142
2056	65	0	909
2056	66	0	635
2056	67	0	421
2056	68	0	288
2056	69	0	202
2056	70	0	107
2056	71	0	19
2056	72	0	-66
2056	73	0	-130
2056	74	0	-168
2056	75	0	-295
2056	76	0	-393
2056	77	0	-442
2056	78	0	-496
2056	79	0	-575
2056	80	0	-728
2056	81	0	-816
2056	82	0	-894
2056	83	0	-1019
2056	84	0	-1107
2056	85	0	-11654
2056	25	1	27640
2056	26	1	25917
2056	27	1	24054
2056	28	1	22239
2056	29	1	20578
2056	30	1	19081
2056	31	1	17304
2056	32	1	15201
2056	33	1	13272
2056	34	1	11738
2056	35	1	10516
2056	36	1	9360
2056	37	1	8189
2056	38	1	7305
2056	39	1	6712
2056	40	1	6116
2056	41	1	5225
2056	42	1	4148
2056	43	1	3293
2056	44	1	2799
2056	45	1	2578
2056	46	1	2376
2056	47	1	2038
2056	48	1	1626
2056	49	1	1325
2056	50	1	1086
2056	51	1	784
2056	52	1	462
2056	53	1	240
2056	54	1	77
2056	55	1	-65
2056	56	1	-161
2056	57	1	-191
2056	58	1	-181
2056	59	1	-213
2056	60	1	-317
2056	61	1	-418
2056	62	1	-436
2056	63	1	-391
2056	64	1	-301
2056	65	1	-259
2056	66	1	-282
2056	67	1	-312
2056	68	1	-306
2056	69	1	-273
2056	70	1	-277
2056	71	1	-268
2056	72	1	-297
2056	73	1	-373
2056	74	1	-434
2056	75	1	-564
2056	76	1	-593
2056	77	1	-546
2056	78	1	-600
2056	79	1	-670
2056	80	1	-787
2056	81	1	-865
2056	82	1	-867
2056	83	1	-898
2056	84	1	-905
2056	85	1	-9671
2057	25	0	26278
2057	26	0	25790
2057	27	0	24697
2057	28	0	23197
2057	29	0	21489
2057	30	0	19731
2057	31	0	17907
2057	32	0	16030
2057	33	0	14317
2057	34	0	12882
2057	35	0	11761
2057	36	0	10875
2057	37	0	10081
2057	38	0	9344
2057	39	0	8562
2057	40	0	7691
2057	41	0	6742
2057	42	0	5821
2057	43	0	5057
2057	44	0	4489
2057	45	0	4099
2057	46	0	3705
2057	47	0	3244
2057	48	0	2778
2057	49	0	2459
2057	50	0	2322
2057	51	0	2248
2057	52	0	2134
2057	53	0	1937
2057	54	0	1795
2057	55	0	1750
2057	56	0	1771
2057	57	0	1820
2057	58	0	1868
2057	59	0	1894
2057	60	0	1841
2057	61	0	1694
2057	62	0	1505
2057	63	0	1331
2057	64	0	1143
2057	65	0	918
2057	66	0	658
2057	67	0	421
2057	68	0	271
2057	69	0	198
2057	70	0	147
2057	71	0	42
2057	72	0	-61
2057	73	0	-135
2057	74	0	-189
2057	75	0	-262
2057	76	0	-387
2057	77	0	-466
2057	78	0	-517
2057	79	0	-586
2057	80	0	-683
2057	81	0	-834
2057	82	0	-922
2057	83	0	-1012
2057	84	0	-1150
2057	85	0	-12080
2057	25	1	27687
2057	26	1	25961
2057	27	1	24090
2057	28	1	22272
2057	29	1	20606
2057	30	1	19107
2057	31	1	17326
2057	32	1	15215
2057	33	1	13283
2057	34	1	11744
2057	35	1	10517
2057	36	1	9361
2057	37	1	8185
2057	38	1	7298
2057	39	1	6706
2057	40	1	6106
2057	41	1	5213
2057	42	1	4131
2057	43	1	3271
2057	44	1	2773
2057	45	1	2558
2057	46	1	2362
2057	47	1	2015
2057	48	1	1599
2057	49	1	1314
2057	50	1	1065
2057	51	1	747
2057	52	1	449
2057	53	1	229
2057	54	1	64
2057	55	1	-76
2057	56	1	-168
2057	57	1	-193
2057	58	1	-205
2057	59	1	-237
2057	60	1	-327
2057	61	1	-433
2057	62	1	-458
2057	63	1	-391
2057	64	1	-301
2057	65	1	-256
2057	66	1	-277
2057	67	1	-309
2057	68	1	-315
2057	69	1	-293
2057	70	1	-256
2057	71	1	-285
2057	72	1	-319
2057	73	1	-376
2057	74	1	-466
2057	75	1	-519
2057	76	1	-594
2057	77	1	-614
2057	78	1	-613
2057	79	1	-677
2057	80	1	-742
2057	81	1	-865
2057	82	1	-932
2057	83	1	-898
2057	84	1	-931
2057	85	1	-10020
2058	25	0	26343
2058	26	0	25857
2058	27	0	24758
2058	28	0	23256
2058	29	0	21542
2058	30	0	19778
2058	31	0	17947
2058	32	0	16066
2058	33	0	14345
2058	34	0	12905
2058	35	0	11779
2058	36	0	10890
2058	37	0	10094
2058	38	0	9351
2058	39	0	8568
2058	40	0	7690
2058	41	0	6739
2058	42	0	5813
2058	43	0	5046
2058	44	0	4476
2058	45	0	4085
2058	46	0	3695
2058	47	0	3236
2058	48	0	2761
2058	49	0	2441
2058	50	0	2316
2058	51	0	2242
2058	52	0	2123
2058	53	0	1931
2058	54	0	1792
2058	55	0	1753
2058	56	0	1776
2058	57	0	1812
2058	58	0	1869
2058	59	0	1890
2058	60	0	1844
2058	61	0	1692
2058	62	0	1491
2058	63	0	1322
2058	64	0	1138
2058	65	0	916
2058	66	0	670
2058	67	0	447
2058	68	0	272
2058	69	0	179
2058	70	0	143
2058	71	0	77
2058	72	0	-38
2058	73	0	-131
2058	74	0	-196
2058	75	0	-282
2058	76	0	-356
2058	77	0	-464
2058	78	0	-543
2058	79	0	-612
2058	80	0	-698
2058	81	0	-784
2058	82	0	-939
2058	83	0	-1041
2058	84	0	-1144
2058	85	0	-12519
2058	25	1	27728
2058	26	1	26000
2058	27	1	24124
2058	28	1	22302
2058	29	1	20631
2058	30	1	19130
2058	31	1	17346
2058	32	1	15230
2058	33	1	13295
2058	34	1	11752
2058	35	1	10520
2058	36	1	9358
2058	37	1	8181
2058	38	1	7292
2058	39	1	6699
2058	40	1	6094
2058	41	1	5198
2058	42	1	4113
2058	43	1	3250
2058	44	1	2751
2058	45	1	2535
2058	46	1	2341
2058	47	1	1999
2058	48	1	1574
2058	49	1	1286
2058	50	1	1052
2058	51	1	722
2058	52	1	413
2058	53	1	215
2058	54	1	56
2058	55	1	-91
2058	56	1	-181
2058	57	1	-203
2058	58	1	-209
2058	59	1	-263
2058	60	1	-353
2058	61	1	-443
2058	62	1	-474
2058	63	1	-413
2058	64	1	-301
2058	65	1	-253
2058	66	1	-271
2058	67	1	-306
